HISTOGRAM: ../bin/data/BrionFH_salida.xyz.csv
N_puntos: 42384876
N_nodos: 129797
N_nodos_hoja: 97342
MinRadius: 0.1 m
Area_minima: 0.04 m^2

OBSERVADO: 
N_medio_pts/nodo: 435
__min: 0
__max: 1024
Densidad_media: 10885.6
__min: 0
__max: 25600

ESTIMADO: 
N_medio_pts/nodo: 4.78799
Densidad_media: 119.7

x_i n_i x_i*n_i rho_i rho_i*n_i
699 42 29358 17475 733950
700 37 25900 17500 647500
701 45 31545 17525 788625
702 49 34398 17550 859950
703 41 28823 17575 720575
704 41 28864 17600 721600
705 52 36660 17625 916500
706 53 37418 17650 935450
707 47 33229 17675 830725
708 48 33984 17700 849600
709 44 31196 17725 779900
710 37 26270 17750 656750
711 39 27729 17775 693225
712 46 32752 17800 818800
713 45 32085 17825 802125
714 33 23562 17850 589050
715 40 28600 17875 715000
716 34 24344 17900 608600
717 42 30114 17925 752850
718 43 30874 17950 771850
719 46 33074 17975 826850
720 48 34560 18000 864000
721 41 29561 18025 739025
722 45 32490 18050 812250
723 42 30366 18075 759150
724 41 29684 18100 742100
725 37 26825 18125 670625
726 34 24684 18150 617100
727 32 23264 18175 581600
728 43 31304 18200 782600
729 39 28431 18225 710775
730 41 29930 18250 748250
731 36 26316 18275 657900
732 32 23424 18300 585600
733 41 30053 18325 751325
734 37 27158 18350 678950
735 42 30870 18375 771750
736 41 30176 18400 754400
737 49 36113 18425 902825
738 34 25092 18450 627300
739 43 31777 18475 794425
740 41 30340 18500 758500
741 44 32604 18525 815100
742 41 30422 18550 760550
743 46 34178 18575 854450
744 39 29016 18600 725400
745 40 29800 18625 745000
746 39 29094 18650 727350
747 50 37350 18675 933750
748 42 31416 18700 785400
749 30 22470 18725 561750
750 35 26250 18750 656250
751 36 27036 18775 675900
752 33 24816 18800 620400
753 44 33132 18825 828300
754 34 25636 18850 640900
755 34 25670 18875 641750
756 40 30240 18900 756000
757 45 34065 18925 851625
758 35 26530 18950 663250
759 31 23529 18975 588225
760 47 35720 19000 893000
761 38 28918 19025 722950
762 34 25908 19050 647700
763 38 28994 19075 724850
764 51 38964 19100 974100
765 45 34425 19125 860625
766 36 27576 19150 689400
767 40 30680 19175 767000
768 41 31488 19200 787200
769 40 30760 19225 769000
770 44 33880 19250 847000
771 39 30069 19275 751725
772 31 23932 19300 598300
773 38 29374 19325 734350
774 44 34056 19350 851400
775 39 30225 19375 755625
776 40 31040 19400 776000
777 41 31857 19425 796425
778 34 26452 19450 661300
779 42 32718 19475 817950
780 39 30420 19500 760500
781 33 25773 19525 644325
782 33 25806 19550 645150
