HISTOGRAM: ../bin/data/ArzuaH_salida.xyz.csv
N_puntos: 40706503
N_nodos: 349525
N_nodos_hoja: 262144
MinRadius: 0.6 m
Area_minima: 1.44 m^2

OBSERVADO: 
N_medio_pts/nodo: 155
__min: 0
__max: 6606
Densidad_media: 107.835
__min: 0
__max: 4587.5

ESTIMADO: 
N_medio_pts/nodo: 58.6185
Densidad_media: 40.7073

x_i n_i x_i*n_i rho_i rho_i*n_i
592 25 14800 411.111 10277.8
593 24 14232 411.806 9883.33
594 21 12474 412.5 8662.5
595 23 13685 413.194 9503.47
596 25 14900 413.889 10347.2
597 25 14925 414.583 10364.6
598 13 7774 415.278 5398.61
599 26 15574 415.972 10815.3
600 22 13200 416.667 9166.67
601 25 15025 417.361 10434
602 23 13846 418.056 9615.28
603 35 21105 418.75 14656.2
604 17 10268 419.444 7130.55
605 25 15125 420.139 10503.5
606 18 10908 420.833 7575
607 32 19424 421.528 13488.9
608 17 10336 422.222 7177.78
609 27 16443 422.917 11418.7
610 17 10370 423.611 7201.39
611 27 16497 424.306 11456.2
612 23 14076 425 9775
613 28 17164 425.694 11919.4
614 29 17806 426.389 12365.3
615 22 13530 427.083 9395.83
616 29 17864 427.778 12405.6
617 27 16659 428.472 11568.7
618 31 19158 429.167 13304.2
619 35 21665 429.861 15045.1
620 20 12400 430.556 8611.11
621 31 19251 431.25 13368.7
622 13 8086 431.944 5615.28
623 26 16198 432.639 11248.6
624 21 13104 433.333 9100
625 25 15625 434.028 10850.7
626 27 16902 434.722 11737.5
627 13 8151 435.417 5660.42
628 32 20096 436.111 13955.6
629 17 10693 436.806 7425.69
630 19 11970 437.5 8312.5
631 15 9465 438.194 6572.92
632 15 9480 438.889 6583.33
633 26 16458 439.583 11429.2
634 21 13314 440.278 9245.83
635 20 12700 440.972 8819.44
636 18 11448 441.667 7950
637 19 12103 442.361 8404.86
638 26 16588 443.056 11519.4
639 18 11502 443.75 7987.5
640 27 17280 444.444 12000
641 12 7692 445.139 5341.67
642 18 11556 445.833 8025
643 24 15432 446.528 10716.7
644 26 16744 447.222 11627.8
645 27 17415 447.917 12093.7
646 13 8398 448.611 5831.94
647 25 16175 449.306 11232.6
648 22 14256 450 9900
649 23 14927 450.694 10366
650 18 11700 451.389 8125
651 18 11718 452.083 8137.5
652 17 11084 452.778 7697.22
653 14 9142 453.472 6348.61
654 25 16350 454.167 11354.2
655 17 11135 454.861 7732.64
656 16 10496 455.556 7288.89
657 17 11169 456.25 7756.25
658 19 12502 456.944 8681.94
659 16 10544 457.639 7322.22
660 21 13860 458.333 9625
661 14 9254 459.028 6426.39
662 22 14564 459.722 10113.9
663 16 10608 460.417 7366.67
664 14 9296 461.111 6455.56
665 20 13300 461.806 9236.11
666 20 13320 462.5 9250
667 23 15341 463.194 10653.5
668 26 17368 463.889 12061.1
669 23 15387 464.583 10685.4
670 20 13400 465.278 9305.55
671 17 11407 465.972 7921.53
672 21 14112 466.667 9800
673 23 15479 467.361 10749.3
674 22 14828 468.056 10297.2
675 19 12825 468.75 8906.25
676 17 11492 469.444 7980.55
677 19 12863 470.139 8932.64
678 20 13560 470.833 9416.67
679 19 12901 471.528 8959.03
680 20 13600 472.222 9444.44
681 11 7491 472.917 5202.08
682 15 10230 473.611 7104.17
683 18 12294 474.306 8537.5
684 14 9576 475 6650
685 14 9590 475.694 6659.72
686 18 12348 476.389 8575
687 15 10305 477.083 7156.25
688 24 16512 477.778 11466.7
689 20 13780 478.472 9569.44
690 17 11730 479.167 8145.83
691 16 11056 479.861 7677.78
692 18 12456 480.556 8650
693 12 8316 481.25 5775
694 18 12492 481.944 8675
695 23 15985 482.639 11100.7
696 14 9744 483.333 6766.67
697 23 16031 484.028 11132.6
698 21 14658 484.722 10179.2
699 16 11184 485.417 7766.67
700 10 7000 486.111 4861.11
701 19 13319 486.806 9249.3
702 14 9828 487.5 6825
703 19 13357 488.194 9275.69
704 20 14080 488.889 9777.78
705 17 11985 489.583 8322.92
706 11 7766 490.278 5393.06
707 9 6363 490.972 4418.75
708 21 14868 491.667 10325
709 17 12053 492.361 8370.14
710 17 12070 493.056 8381.94
711 17 12087 493.75 8393.75
712 24 17088 494.444 11866.7
713 17 12121 495.139 8417.36
714 12 8568 495.833 5950
715 15 10725 496.528 7447.92
716 15 10740 497.222 7458.33
717 13 9321 497.917 6472.92
718 13 9334 498.611 6481.94
719 14 10066 499.306 6990.28
720 19 13680 500 9500
721 9 6489 500.694 4506.25
722 19 13718 501.389 9526.39
723 13 9399 502.083 6527.08
724 10 7240 502.778 5027.78
725 8 5800 503.472 4027.78
726 15 10890 504.167 7562.5
727 12 8724 504.861 6058.33
728 18 13104 505.556 9100
729 12 8748 506.25 6075
730 4 2920 506.944 2027.78
731 17 12427 507.639 8629.86
732 17 12444 508.333 8641.67
733 17 12461 509.028 8653.47
734 12 8808 509.722 6116.67
735 10 7350 510.417 5104.17
736 12 8832 511.111 6133.33
737 16 11792 511.806 8188.89
738 15 11070 512.5 7687.5
739 13 9607 513.194 6671.53
740 17 12580 513.889 8736.11
741 13 9633 514.583 6689.58
742 17 12614 515.278 8759.72
743 18 13374 515.972 9287.5
744 12 8928 516.667 6200
745 20 14900 517.361 10347.2
746 15 11190 518.056 7770.83
747 6 4482 518.75 3112.5
748 8 5984 519.444 4155.56
749 7 5243 520.139 3640.97
750 10 7500 520.833 5208.33
751 13 9763 521.528 6779.86
752 9 6768 522.222 4700
753 6 4518 522.917 3137.5
754 13 9802 523.611 6806.94
755 14 10570 524.306 7340.28
756 12 9072 525 6300
757 17 12869 525.694 8936.8
758 11 8338 526.389 5790.28
759 18 13662 527.083 9487.5
760 10 7600 527.778 5277.78
761 13 9893 528.472 6870.14
762 18 13716 529.167 9525
763 12 9156 529.861 6358.33
764 8 6112 530.556 4244.44
765 8 6120 531.25 4250
766 15 11490 531.944 7979.17
767 11 8437 532.639 5859.03
768 15 11520 533.333 8000
769 17 13073 534.028 9078.47
770 12 9240 534.722 6416.67
771 5 3855 535.417 2677.08
772 11 8492 536.111 5897.22
773 14 10822 536.806 7515.28
774 10 7740 537.5 5375
775 8 6200 538.194 4305.56
776 12 9312 538.889 6466.67
777 10 7770 539.583 5395.83
778 11 8558 540.278 5943.06
779 10 7790 540.972 5409.72
780 11 8580 541.667 5958.33
781 8 6248 542.361 4338.89
782 11 8602 543.056 5973.61
783 9 7047 543.75 4893.75
784 7 5488 544.444 3811.11
785 5 3925 545.139 2725.69
786 6 4716 545.833 3275
787 14 11018 546.528 7651.39
788 9 7092 547.222 4925
789 6 4734 547.917 3287.5
790 12 9480 548.611 6583.33
791 10 7910 549.306 5493.06
792 7 5544 550 3850
793 4 3172 550.694 2202.78
794 10 7940 551.389 5513.89
795 10 7950 552.083 5520.83
796 8 6368 552.778 4422.22
797 12 9564 553.472 6641.67
798 12 9576 554.167 6650
799 7 5593 554.861 3884.03
800 8 6400 555.556 4444.44
801 12 9612 556.25 6675
802 3 2406 556.944 1670.83
803 8 6424 557.639 4461.11
